attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score,risk_category
71.48,,1,68.21,Secondary,Medium,Yes,Yes,33.21,53.79,At-Risk
58.66,5.76,1,96.34,Secondary,Low,No,Yes,26.61,62.5,At-Risk
96.0,3.11,1,100.0,Secondary,Low,Yes,Yes,69.52,88.52,Safe
43.64,0.0,1,75.2,Secondary,Low,No,Yes,100.0,60.83,High-Risk
69.16,2.8,0,84.63,Secondary,Low,No,Yes,91.79,49.99,At-Risk
100.0,10.27,4,17.97,Higher,Low,No,No,100.0,58.94,At-Risk
55.89,8.11,3,63.52,Higher,Low,No,Yes,100.0,60.96,At-Risk
36.09,12.15,3,68.49,Higher,Low,Yes,Yes,76.89,71.45,At-Risk
22.08,9.91,3,18.2,Higher,Low,Yes,Yes,87.98,20.11,High-Risk
91.66,0.0,3,87.25,Higher,Low,No,Yes,49.56,53.74,At-Risk
93.34,8.49,1,98.3,Secondary,Low,No,Yes,59.18,63.71,Safe
66.39,5.65,2,59.2,Higher,Low,Yes,Yes,67.7,51.32,At-Risk
43.22,9.87,1,57.04,Secondary,High,Yes,Yes,52.98,48.88,At-Risk
71.35,2.24,0,41.04,Primary,Medium,No,Yes,7.15,38.99,High-Risk
100.0,6.01,2,43.81,Secondary,Low,No,Yes,100.0,74.52,At-Risk
43.27,9.74,0,85.91,Secondary,High,No,Yes,37.82,54.26,At-Risk
100.0,7.56,1,68.5,Higher,Low,Yes,Yes,59.3,79.01,Safe
32.62,5.04,4,72.31,Higher,Low,No,Yes,90.08,45.4,High-Risk
46.58,2.84,0,60.82,Secondary,Low,No,Yes,72.11,46.0,High-Risk
77.73,9.47,5,98.95,Secondary,Low,No,Yes,59.04,70.91,At-Risk
98.69,12.2,3,78.91,Higher,High,No,Yes,66.82,85.67,Safe
100.0,10.37,4,81.03,Secondary,Low,Yes,Yes,53.91,76.79,Safe
99.79,6.19,0,50.15,Secondary,High,No,Yes,75.29,81.26,At-Risk
100.0,5.36,2,84.05,Primary,Low,No,Yes,81.21,66.7,Safe
79.55,0.16,3,93.08,Secondary,Low,No,Yes,90.98,78.18,At-Risk
59.46,4.34,1,100.0,Secondary,Low,No,Yes,68.97,57.52,At-Risk
100.0,1.97,1,100.0,Higher,Low,Yes,Yes,100.0,80.01,Safe
100.0,0.0,0,94.14,Higher,High,No,Yes,99.35,63.3,At-Risk
98.27,0.77,2,97.78,none,High,Yes,Yes,100.0,83.34,At-Risk
90.31,0.0,4,88.83,Primary,High,Yes,Yes,64.16,49.48,At-Risk
100.0,,3,64.13,Secondary,Low,No,Yes,41.86,65.79,At-Risk
83.55,11.44,3,78.95,Secondary,Low,No,Yes,13.17,71.72,At-Risk
74.49,7.41,2,51.38,Higher,High,Yes,Yes,81.24,68.87,At-Risk
93.14,6.77,2,21.47,Secondary,High,Yes,Yes,100.0,71.36,At-Risk
86.94,7.14,4,84.14,Higher,Medium,No,Yes,52.12,50.07,At-Risk
97.13,7.99,2,91.9,Secondary,Low,Yes,Yes,93.25,76.79,Safe
71.7,4.44,0,49.89,Secondary,Low,Yes,Yes,100.0,58.21,At-Risk
97.73,3.67,4,100.0,Primary,Low,No,Yes,54.89,71.72,At-Risk
96.44,9.24,2,80.19,Secondary,Low,Yes,Yes,57.8,79.07,Safe
80.33,5.24,0,95.77,Secondary,Low,No,Yes,100.0,64.23,Safe
56.24,1.94,1,100.0,Higher,High,Yes,Yes,91.29,77.57,At-Risk
100.0,3.04,2,100.0,Secondary,Low,Yes,Yes,47.21,76.59,At-Risk
44.76,14.01,1,60.77,Secondary,Low,Yes,Yes,80.2,54.47,At-Risk
51.06,12.9,3,72.08,Higher,Low,Yes,Yes,100.0,64.73,At-Risk
79.2,13.32,1,72.05,none,Medium,Yes,Yes,98.15,83.4,Safe
12.3,15.0,3,81.75,Secondary,High,No,Yes,100.0,70.47,At-Risk
100.0,4.13,1,5.28,Secondary,Low,No,No,55.29,43.42,High-Risk
75.37,11.47,1,74.85,none,High,Yes,Yes,100.0,97.25,Safe
100.0,4.71,1,29.37,Higher,Low,No,Yes,60.32,43.49,At-Risk
100.0,3.77,0,100.0,Higher,Low,No,Yes,53.03,73.03,Safe
71.13,11.0,0,74.24,Secondary,Medium,Yes,No,88.9,100.0,Safe
100.0,6.0,2,88.84,Primary,High,Yes,Yes,70.92,73.34,Safe
48.5,0.13,2,60.57,Secondary,Medium,Yes,Yes,43.37,22.27,High-Risk
85.83,3.93,4,84.25,Higher,High,No,Yes,52.44,66.23,At-Risk
63.17,0.0,1,67.97,none,Medium,Yes,Yes,61.03,44.06,High-Risk
92.41,6.6,0,100.0,Secondary,Medium,Yes,Yes,52.89,62.38,Safe
97.06,8.81,3,43.45,Secondary,Medium,No,No,52.17,75.13,At-Risk
71.0,12.26,2,24.58,Primary,Low,No,Yes,84.49,74.55,At-Risk
88.62,10.89,0,88.15,Primary,Medium,No,Yes,54.65,83.37,Safe
98.62,14.04,0,100.0,Secondary,Low,No,Yes,61.42,100.0,Safe
79.7,5.31,1,65.9,Higher,High,Yes,Yes,100.0,90.88,At-Risk
100.0,0.0,2,100.0,none,Low,No,No,76.18,65.84,At-Risk
71.57,12.97,3,84.47,Primary,Medium,No,Yes,84.94,62.74,Safe
100.0,1.29,3,99.47,Secondary,High,No,Yes,44.76,58.03,At-Risk
100.0,11.83,4,98.17,Higher,High,No,Yes,63.63,85.64,Safe
28.5,0.0,3,100.0,Secondary,High,No,Yes,33.93,24.81,High-Risk
100.0,7.19,2,71.04,Higher,Medium,No,Yes,76.96,68.67,Safe
100.0,2.0,1,62.92,Secondary,Low,No,Yes,100.0,69.69,At-Risk
77.85,8.07,1,28.97,Secondary,Low,Yes,Yes,100.0,82.39,At-Risk
84.22,4.15,4,95.11,Higher,Low,Yes,Yes,75.52,56.31,At-Risk
87.32,7.41,3,45.77,Secondary,Low,Yes,Yes,55.04,64.75,At-Risk
100.0,1.47,0,49.56,Secondary,Low,No,Yes,96.07,47.79,At-Risk
64.67,2.38,1,57.97,none,Low,No,Yes,97.42,44.14,High-Risk
100.0,0.0,0,79.81,Higher,Low,Yes,Yes,46.41,54.68,At-Risk
47.9,12.15,3,100.0,Secondary,Low,Yes,Yes,57.63,61.28,At-Risk
31.0,0.6,3,68.99,Higher,High,No,Yes,76.56,30.21,High-Risk
89.84,7.63,0,68.88,Higher,Medium,No,Yes,92.75,77.7,Safe
100.0,4.38,3,49.51,none,Low,Yes,Yes,85.03,51.54,At-Risk
70.51,0.0,2,90.32,Secondary,Low,Yes,Yes,100.0,65.42,At-Risk
18.39,0.88,2,39.78,Secondary,Low,No,Yes,68.49,25.87,High-Risk
37.73,4.05,4,11.7,Secondary,Low,Yes,No,15.62,10.61,High-Risk
85.91,6.05,3,97.41,Higher,Medium,No,Yes,43.4,73.64,At-Risk
74.75,4.91,2,79.18,Higher,High,Yes,Yes,53.71,48.06,At-Risk
100.0,10.3,4,75.33,Primary,Low,No,Yes,100.0,69.07,Safe
76.82,5.75,3,72.58,Secondary,Low,Yes,No,77.59,64.91,At-Risk
56.49,7.15,0,97.35,Secondary,Medium,Yes,No,44.36,69.96,At-Risk
82.73,3.93,0,66.86,Secondary,Low,No,Yes,100.0,66.1,At-Risk
100.0,4.13,1,66.96,Primary,Low,Yes,Yes,75.27,43.12,At-Risk
100.0,4.63,1,81.3,Secondary,Low,No,Yes,45.26,72.41,At-Risk
72.22,8.13,3,79.88,Secondary,High,No,Yes,45.63,53.41,At-Risk
76.69,5.35,0,51.66,Secondary,Medium,Yes,Yes,81.18,69.16,At-Risk
94.48,12.31,0,100.0,Higher,Low,No,Yes,54.84,81.42,Safe
56.28,0.82,4,45.0,Secondary,Low,Yes,Yes,100.0,48.96,High-Risk
93.42,9.52,0,52.82,Secondary,Low,No,Yes,49.36,69.05,Safe
69.2,3.05,1,99.33,none,Low,Yes,Yes,68.48,76.45,At-Risk
73.11,10.15,0,73.3,Secondary,Low,Yes,Yes,70.03,70.5,Safe
75.07,4.53,2,63.52,none,Low,No,Yes,100.0,63.53,At-Risk
78.24,3.92,2,43.96,Secondary,Low,No,Yes,99.67,55.91,At-Risk
100.0,7.28,2,41.29,Higher,Medium,Yes,Yes,41.93,62.15,At-Risk
63.28,2.72,2,61.39,Secondary,Low,Yes,Yes,49.91,43.86,High-Risk
64.56,2.25,2,94.59,Secondary,Low,Yes,Yes,67.23,60.46,At-Risk
100.0,10.13,2,87.92,Secondary,Low,No,Yes,39.49,77.45,Safe
86.12,2.95,2,39.77,none,Medium,No,Yes,50.05,59.24,High-Risk
94.19,8.48,3,88.71,Secondary,Low,Yes,Yes,66.79,87.64,Safe
49.24,0.0,3,74.46,none,Low,Yes,Yes,94.55,48.03,High-Risk
81.16,6.99,2,74.42,Secondary,Low,No,Yes,93.74,65.41,At-Risk
95.26,7.3,0,35.88,Secondary,Low,No,Yes,0.0,44.68,At-Risk
58.14,8.2,0,100.0,Secondary,Low,No,Yes,95.44,85.14,Safe
90.71,4.08,0,27.06,Secondary,Medium,No,Yes,85.43,74.62,At-Risk
69.89,6.47,4,56.82,Secondary,High,No,Yes,61.05,61.33,High-Risk
58.86,7.56,1,62.6,Secondary,Low,No,Yes,91.14,67.5,At-Risk
100.0,0.0,1,44.72,Secondary,Low,Yes,Yes,38.92,43.28,High-Risk
100.0,5.18,2,84.57,Higher,Medium,Yes,No,71.42,75.53,At-Risk
78.22,4.63,5,100.0,Secondary,High,Yes,No,100.0,73.97,At-Risk
86.27,9.52,0,31.51,none,High,Yes,Yes,74.21,46.77,At-Risk
100.0,4.93,3,100.0,Secondary,Medium,No,Yes,74.27,63.92,Safe
65.11,4.71,5,73.68,Secondary,Low,No,Yes,99.01,49.07,At-Risk
83.71,4.31,4,64.19,Secondary,Medium,No,Yes,93.53,46.4,At-Risk
65.34,0.0,3,95.83,Secondary,Medium,Yes,Yes,97.34,34.37,At-Risk
49.54,4.73,4,100.0,Secondary,Low,No,Yes,35.1,46.53,High-Risk
65.13,5.13,2,76.92,Secondary,Medium,Yes,Yes,92.38,65.12,At-Risk
46.88,4.78,1,99.91,none,High,No,No,100.0,71.77,At-Risk
85.64,4.78,0,87.42,Secondary,Medium,Yes,Yes,85.9,73.23,Safe
55.7,5.31,3,69.5,Secondary,Low,No,Yes,48.88,38.28,High-Risk
40.07,8.03,0,51.28,Secondary,High,No,Yes,85.67,42.01,At-Risk
93.57,11.37,1,63.86,Secondary,High,Yes,Yes,88.98,90.3,Safe
91.94,5.33,2,61.94,Primary,Low,Yes,No,78.78,60.58,At-Risk
66.74,1.19,0,100.0,Secondary,Medium,No,Yes,17.21,44.56,High-Risk
92.58,6.33,2,100.0,Higher,Medium,No,Yes,39.42,80.77,Safe
54.85,8.53,2,73.54,Secondary,Medium,Yes,Yes,93.14,76.74,At-Risk
65.69,10.07,0,100.0,Secondary,Medium,Yes,Yes,46.15,82.15,Safe
85.18,7.63,2,41.98,Primary,Low,Yes,Yes,40.45,55.91,At-Risk
100.0,1.82,1,91.97,Secondary,Medium,No,Yes,100.0,89.43,Safe
65.44,7.43,1,71.23,Secondary,Low,No,Yes,56.66,42.36,At-Risk
60.1,4.36,4,88.26,none,Low,Yes,No,42.45,49.28,High-Risk
99.56,7.9,4,100.0,Primary,Low,Yes,No,36.47,67.88,Safe
90.32,5.89,0,100.0,Secondary,Low,Yes,Yes,55.1,70.36,Safe
78.72,8.12,0,35.85,Higher,Low,No,Yes,70.34,76.21,At-Risk
100.0,3.32,3,40.03,Secondary,Low,No,Yes,95.98,49.77,At-Risk
100.0,3.21,1,89.6,Secondary,Low,No,Yes,22.35,66.43,At-Risk
84.15,1.03,1,100.0,Higher,High,Yes,Yes,83.85,61.88,At-Risk
60.25,0.0,2,90.2,Primary,Medium,Yes,Yes,60.25,58.02,High-Risk
87.43,4.61,0,43.72,Secondary,High,Yes,Yes,100.0,67.59,At-Risk
54.5,2.99,1,96.65,Secondary,Low,No,Yes,76.25,56.57,At-Risk
100.0,11.17,0,97.1,Primary,Medium,No,Yes,55.6,93.48,Safe
57.46,11.38,0,80.62,Primary,Low,Yes,Yes,100.0,68.61,Safe
70.17,0.0,4,95.77,Higher,Low,Yes,Yes,55.8,39.29,High-Risk
54.06,,0,84.02,none,Low,Yes,Yes,100.0,91.36,At-Risk
79.55,11.43,4,96.63,Secondary,Low,Yes,No,66.59,73.76,Safe
80.44,8.85,0,81.95,Primary,Low,Yes,Yes,62.08,58.12,Safe
93.57,14.04,0,66.34,Primary,Low,Yes,No,60.14,86.08,Safe
77.99,14.2,2,45.27,Primary,High,Yes,Yes,100.0,88.07,Safe
76.16,12.34,2,56.27,Higher,Low,Yes,Yes,95.18,82.47,Safe
60.65,6.15,2,57.23,Higher,Low,Yes,Yes,66.44,37.04,High-Risk
67.84,6.02,4,75.59,Higher,Low,No,Yes,53.68,71.9,At-Risk
40.18,9.87,2,100.0,Secondary,Low,No,Yes,70.37,66.09,At-Risk
100.0,3.26,2,84.58,Higher,Low,No,Yes,69.62,58.14,At-Risk
72.64,5.23,2,100.0,Higher,Medium,No,Yes,50.61,57.19,At-Risk
100.0,0.0,0,64.18,Secondary,Medium,Yes,Yes,43.54,61.48,At-Risk
71.97,3.91,1,68.97,Higher,Low,Yes,Yes,51.35,73.71,At-Risk
27.45,6.88,3,69.92,Secondary,Medium,No,No,56.8,44.15,High-Risk
63.74,5.4,1,64.45,Higher,Low,No,Yes,51.63,68.7,High-Risk
74.93,7.73,1,84.27,Secondary,Low,No,Yes,100.0,83.37,Safe
,15.0,2,82.12,Higher,Low,No,Yes,44.01,72.76,Safe
91.92,7.09,1,88.04,Secondary,Low,Yes,No,56.28,70.89,Safe
79.35,3.13,3,77.2,Secondary,High,No,No,75.6,63.88,At-Risk
66.58,2.21,1,65.73,Higher,High,No,Yes,37.18,40.85,High-Risk
52.13,11.22,1,84.59,Secondary,High,No,Yes,100.0,74.02,Safe
64.84,2.69,0,85.57,Higher,Medium,Yes,Yes,34.67,52.68,High-Risk
90.11,8.42,4,54.51,Secondary,Low,Yes,Yes,91.12,55.61,At-Risk
96.46,9.01,3,56.33,Primary,Low,Yes,Yes,79.49,76.57,Safe
58.15,9.17,1,61.52,Secondary,High,Yes,Yes,63.14,66.12,At-Risk
100.0,2.15,3,100.0,Secondary,Medium,Yes,No,48.88,52.22,At-Risk
89.23,7.87,5,0.0,Primary,Low,No,No,34.24,43.09,High-Risk
52.82,6.46,1,88.8,Higher,Low,Yes,Yes,62.83,66.2,At-Risk
81.17,1.52,2,100.0,Higher,Low,Yes,Yes,13.79,56.01,At-Risk
84.24,2.01,2,59.46,Secondary,Medium,No,Yes,66.04,39.24,High-Risk
48.39,8.53,2,100.0,Higher,Medium,Yes,Yes,55.27,77.43,At-Risk
,14.22,3,100.0,Higher,Low,No,Yes,89.71,69.28,Safe
86.85,7.79,1,93.76,Higher,Low,No,Yes,87.19,83.34,Safe
63.64,4.21,1,54.72,Secondary,Medium,Yes,Yes,100.0,63.5,At-Risk
100.0,0.0,3,58.5,Primary,Low,Yes,Yes,53.2,52.04,High-Risk
100.0,9.58,2,91.25,Primary,Low,No,No,64.34,77.2,Safe
86.8,8.82,1,66.84,Higher,Low,Yes,Yes,48.73,71.29,At-Risk
98.79,8.92,1,100.0,none,High,No,Yes,64.05,74.57,Safe
49.4,7.3,2,100.0,Higher,Low,No,Yes,47.97,60.85,At-Risk
41.7,8.85,3,18.4,none,Low,No,Yes,100.0,47.27,High-Risk
71.46,3.36,1,96.28,Primary,Low,Yes,Yes,100.0,68.19,At-Risk
42.84,14.18,0,76.84,Secondary,Low,Yes,No,31.71,59.64,At-Risk
82.69,8.4,1,100.0,Secondary,Low,No,Yes,33.09,74.45,Safe
55.41,14.27,3,100.0,Higher,Low,No,Yes,100.0,79.16,Safe
79.76,6.56,1,100.0,Secondary,Low,No,Yes,100.0,96.24,Safe
70.67,0.3,4,53.9,Secondary,Low,Yes,Yes,74.49,43.24,High-Risk
90.93,4.62,2,62.48,Secondary,High,Yes,Yes,63.61,60.18,At-Risk
83.16,6.97,3,56.45,Secondary,Medium,Yes,No,87.32,65.07,At-Risk
64.9,10.71,4,76.42,Secondary,High,Yes,Yes,66.71,77.82,At-Risk
40.79,7.4,1,100.0,Primary,Low,Yes,Yes,100.0,64.46,At-Risk
79.06,2.16,3,56.52,Secondary,High,No,Yes,84.99,54.04,High-Risk
31.44,0.43,1,53.37,Primary,Low,Yes,Yes,100.0,44.12,High-Risk
100.0,2.29,5,56.51,Higher,Medium,Yes,Yes,78.21,55.09,High-Risk
88.22,10.52,2,31.52,Secondary,Low,Yes,No,68.69,44.27,At-Risk
96.07,4.04,0,62.63,Primary,Medium,No,Yes,74.58,69.29,At-Risk
50.76,4.3,0,70.75,Secondary,Low,No,Yes,93.42,45.8,At-Risk
83.9,1.0,1,55.34,Primary,Low,Yes,Yes,73.54,52.76,High-Risk
58.33,9.55,3,87.9,Higher,Low,Yes,Yes,62.08,75.32,At-Risk
78.73,10.89,0,96.22,Higher,Low,No,Yes,100.0,75.46,Safe
50.04,5.87,0,100.0,Secondary,Low,Yes,Yes,34.19,74.46,At-Risk
72.91,11.49,3,99.46,Secondary,Low,Yes,No,49.28,77.92,Safe
40.54,9.27,5,62.89,Primary,High,Yes,Yes,100.0,49.66,High-Risk
71.0,7.53,0,67.75,Secondary,Medium,Yes,Yes,100.0,71.79,At-Risk
33.89,8.42,0,61.72,Higher,High,No,Yes,63.53,55.55,High-Risk
100.0,1.23,3,43.75,none,Low,No,Yes,73.7,56.0,At-Risk
79.01,9.05,1,100.0,Higher,High,No,Yes,58.26,83.01,Safe
75.14,11.73,3,70.79,Higher,Low,Yes,No,52.21,80.46,At-Risk
91.9,5.99,2,97.45,Higher,High,No,Yes,100.0,75.12,Safe
42.52,3.2,3,72.68,Secondary,High,No,Yes,48.38,18.5,High-Risk
55.48,4.04,0,98.74,Higher,Low,Yes,No,100.0,63.03,At-Risk
88.28,10.47,3,18.65,Secondary,High,No,Yes,100.0,74.25,At-Risk
79.04,6.0,1,69.74,Higher,Medium,No,Yes,37.72,55.83,At-Risk
57.01,4.27,3,70.96,Secondary,Medium,Yes,Yes,76.37,39.13,High-Risk
91.2,7.35,3,91.39,Secondary,Low,No,Yes,100.0,63.13,Safe
82.57,6.65,3,67.67,Secondary,Low,Yes,Yes,68.62,56.01,At-Risk
87.64,5.62,2,35.54,Higher,Medium,No,Yes,51.5,54.04,High-Risk
84.74,8.57,2,38.95,none,Medium,Yes,Yes,69.34,64.25,At-Risk
57.96,0.42,1,100.0,Higher,Medium,No,Yes,69.62,55.12,At-Risk
73.1,13.69,4,97.66,Secondary,High,No,Yes,100.0,86.66,Safe
28.57,4.1,0,87.14,Secondary,Low,Yes,Yes,52.86,38.5,High-Risk
62.23,3.59,2,76.68,Higher,Medium,Yes,No,78.81,58.29,At-Risk
68.87,10.14,2,100.0,Secondary,Low,Yes,Yes,97.39,77.98,Safe
90.67,7.88,2,71.85,Secondary,Low,Yes,Yes,67.96,72.34,Safe
87.8,9.17,0,75.57,Primary,Medium,No,Yes,64.95,72.57,Safe
56.2,8.42,4,62.68,Primary,Low,No,Yes,94.85,64.85,At-Risk
55.64,0.0,2,100.0,Primary,Medium,No,Yes,65.31,52.75,High-Risk
100.0,2.29,0,50.65,Higher,Low,No,Yes,100.0,52.75,At-Risk
67.65,6.3,1,40.26,Secondary,High,Yes,Yes,67.62,48.2,At-Risk
77.86,1.71,0,63.05,Secondary,Medium,Yes,Yes,96.2,61.23,At-Risk
94.63,6.02,0,70.43,Secondary,Low,No,Yes,98.39,64.56,Safe
73.01,6.82,1,83.23,Primary,Low,No,Yes,100.0,75.67,Safe
71.21,5.69,4,99.66,Primary,Medium,Yes,Yes,65.1,68.69,At-Risk
67.12,,4,71.1,Secondary,Low,No,Yes,66.03,35.45,High-Risk
62.27,2.56,2,51.79,Secondary,Medium,Yes,Yes,64.51,23.28,High-Risk
78.57,7.35,1,90.51,Higher,High,Yes,Yes,44.59,53.18,At-Risk
29.44,0.58,1,100.0,none,High,No,Yes,76.44,70.3,High-Risk
65.97,7.48,3,100.0,Primary,Medium,Yes,Yes,77.06,93.32,At-Risk
88.51,7.97,2,59.3,Primary,High,No,Yes,53.99,46.78,At-Risk
85.59,4.48,3,28.45,Secondary,Low,Yes,Yes,80.92,35.26,High-Risk
100.0,7.41,1,83.03,Higher,Medium,Yes,No,77.51,82.38,Safe
95.94,4.0,0,70.96,none,Medium,No,Yes,74.15,88.4,At-Risk
85.21,7.44,1,60.39,Secondary,High,No,Yes,69.88,73.08,At-Risk
75.72,2.51,4,98.66,none,Medium,No,Yes,100.0,66.54,At-Risk
63.59,4.66,3,100.0,none,Low,Yes,Yes,55.56,76.03,At-Risk
87.58,7.05,0,76.76,Primary,Medium,No,Yes,67.69,65.58,Safe
83.09,5.46,1,65.54,Secondary,Low,Yes,Yes,96.68,74.84,At-Risk
65.64,5.41,1,29.65,Secondary,Medium,Yes,Yes,77.36,53.79,High-Risk
53.32,11.0,2,86.33,Primary,High,Yes,No,68.1,86.2,At-Risk
73.67,2.19,0,77.52,Secondary,Low,No,Yes,88.16,77.21,At-Risk
100.0,1.74,5,95.58,Primary,Low,Yes,Yes,100.0,66.42,At-Risk
77.76,7.62,0,31.27,Higher,High,No,Yes,58.53,61.39,At-Risk
75.71,0.58,2,58.27,Secondary,Medium,Yes,Yes,67.16,37.33,High-Risk
85.58,5.35,4,69.21,Secondary,Low,Yes,No,73.62,52.3,At-Risk
87.03,6.27,2,40.13,Higher,Medium,Yes,Yes,100.0,66.17,At-Risk
81.22,7.35,2,72.59,Secondary,High,No,Yes,100.0,82.67,Safe
73.95,2.77,4,84.75,Primary,High,No,Yes,60.56,46.87,At-Risk
62.3,4.57,3,60.06,none,Low,No,Yes,53.19,46.78,High-Risk
100.0,8.1,1,55.49,Secondary,Medium,No,Yes,83.41,61.06,Safe
64.33,5.67,2,100.0,Secondary,Low,No,Yes,100.0,57.8,At-Risk
100.0,6.48,2,100.0,Higher,Low,Yes,Yes,38.29,79.43,Safe
78.86,8.76,0,61.27,Secondary,Medium,No,Yes,68.15,71.85,At-Risk
76.32,8.85,1,94.91,Higher,Medium,Yes,Yes,63.39,72.84,Safe
94.0,3.88,3,64.82,Secondary,Low,Yes,Yes,46.03,72.98,At-Risk
58.67,5.81,0,40.13,none,Low,Yes,Yes,77.94,52.32,High-Risk
89.35,0.0,1,48.87,Primary,Low,No,Yes,90.33,65.14,High-Risk
77.88,8.66,0,84.84,Secondary,Low,Yes,Yes,100.0,71.05,Safe
85.27,6.3,0,22.53,Higher,Medium,No,Yes,45.77,45.57,At-Risk
57.91,14.48,2,92.32,none,Medium,No,Yes,100.0,75.09,Safe
57.68,3.26,0,98.6,Secondary,Low,No,Yes,45.12,63.13,At-Risk
29.19,0.0,2,69.35,Higher,Low,Yes,Yes,75.61,46.09,High-Risk
63.57,0.0,0,71.29,Secondary,Low,No,Yes,64.5,45.94,High-Risk
62.26,5.63,2,6.35,Secondary,Low,No,Yes,95.76,41.1,High-Risk
58.32,8.23,2,10.07,Primary,Medium,No,Yes,33.92,59.26,High-Risk
72.11,6.0,0,55.24,Secondary,Low,No,Yes,98.34,49.49,At-Risk
76.61,8.79,1,100.0,Secondary,Low,No,Yes,79.88,79.14,Safe
87.49,8.17,1,49.34,Secondary,High,Yes,Yes,39.24,46.49,At-Risk
89.14,6.13,2,91.8,Secondary,Medium,Yes,Yes,35.64,68.25,At-Risk
91.26,5.12,3,81.38,Secondary,Low,Yes,Yes,74.81,51.79,At-Risk
92.31,10.36,3,64.1,Secondary,Low,No,Yes,72.45,74.6,Safe
81.88,1.94,5,62.67,Primary,Low,Yes,Yes,62.19,46.16,High-Risk
76.38,11.72,2,100.0,Secondary,Low,No,Yes,63.75,55.97,Safe
98.23,7.15,0,70.04,Secondary,Low,Yes,Yes,33.29,50.14,Safe
92.33,1.02,2,100.0,Secondary,Medium,Yes,Yes,93.92,50.66,Safe
37.95,5.85,0,98.95,none,Medium,Yes,No,100.0,58.71,At-Risk
70.68,9.7,3,74.02,Higher,High,Yes,Yes,74.05,67.57,At-Risk
29.91,7.83,3,88.87,none,High,No,Yes,53.03,59.04,High-Risk
29.43,5.51,3,86.12,Secondary,High,Yes,No,52.85,37.87,High-Risk
62.28,10.97,3,100.0,Secondary,Medium,Yes,Yes,76.66,93.36,Safe
71.8,9.48,0,98.86,Secondary,Low,Yes,Yes,54.39,87.8,Safe
64.4,8.73,2,100.0,Higher,Medium,No,Yes,53.18,76.95,At-Risk
30.6,4.51,2,68.7,none,Low,Yes,Yes,100.0,49.01,High-Risk
94.38,4.82,4,100.0,Primary,High,No,Yes,77.09,75.25,At-Risk
57.33,6.59,0,73.72,Secondary,Medium,No,Yes,59.15,60.15,At-Risk
87.23,6.45,4,100.0,Secondary,Low,Yes,Yes,50.33,57.87,At-Risk
58.01,14.79,0,100.0,Secondary,Low,Yes,Yes,80.68,68.93,Safe
62.56,0.4,2,100.0,Secondary,High,No,Yes,75.08,67.64,High-Risk
85.84,5.56,0,80.89,Secondary,Low,No,Yes,52.42,83.94,At-Risk
66.27,3.05,1,41.44,Higher,Low,No,Yes,56.72,50.71,High-Risk
79.26,8.88,4,64.29,Secondary,Low,Yes,Yes,75.92,54.11,At-Risk
81.93,7.32,1,66.74,Secondary,Medium,No,Yes,100.0,62.47,Safe
39.32,7.86,0,72.52,Higher,Low,No,Yes,76.01,79.77,At-Risk
86.94,0.0,3,94.05,Secondary,Medium,No,No,35.1,37.89,High-Risk
51.56,7.48,2,100.0,Secondary,Low,Yes,Yes,53.65,77.31,At-Risk
47.22,2.39,4,36.91,Secondary,Low,Yes,Yes,100.0,36.83,High-Risk
56.83,0.0,3,43.0,Secondary,Low,Yes,Yes,62.93,38.92,High-Risk
95.36,10.56,0,77.39,Secondary,Medium,Yes,Yes,69.36,84.72,Safe
34.99,12.52,2,73.25,Secondary,Low,Yes,Yes,100.0,80.38,At-Risk
91.27,7.29,3,90.01,none,Low,Yes,Yes,93.29,72.6,Safe
83.49,7.78,5,82.52,Secondary,Low,No,Yes,48.01,58.18,At-Risk
76.86,1.85,1,70.38,Primary,Low,Yes,Yes,72.18,54.09,At-Risk
81.17,3.43,1,72.08,Secondary,Low,Yes,Yes,77.78,46.04,At-Risk
67.75,3.35,1,92.97,none,High,Yes,Yes,100.0,62.8,At-Risk
92.06,6.29,3,69.57,Secondary,Medium,No,Yes,100.0,63.65,Safe
64.34,0.6,1,85.52,none,Medium,No,Yes,83.8,38.5,High-Risk
34.38,8.85,1,100.0,none,Medium,No,Yes,65.96,81.59,At-Risk
73.07,8.28,0,73.98,Secondary,Medium,Yes,Yes,93.2,73.08,Safe
95.03,6.05,1,80.03,Primary,Low,Yes,Yes,100.0,69.76,Safe
87.3,6.57,0,86.19,Primary,Medium,No,Yes,100.0,90.7,Safe
100.0,11.39,0,51.93,Higher,Low,No,No,39.62,84.9,Safe
68.67,9.47,2,63.0,Higher,Medium,No,Yes,76.38,57.89,At-Risk
70.98,10.52,5,94.07,Higher,High,Yes,Yes,52.12,80.44,At-Risk
69.17,9.66,2,52.16,Higher,Low,Yes,Yes,67.03,64.28,At-Risk
55.59,6.7,0,64.62,none,Medium,No,Yes,65.69,51.76,At-Risk
63.17,9.31,3,98.03,Secondary,Low,Yes,No,51.52,74.42,At-Risk
49.03,9.97,3,65.76,Secondary,High,No,Yes,19.09,43.3,High-Risk
17.65,7.8,0,84.53,Primary,Low,No,Yes,66.84,44.77,High-Risk
60.49,0.0,3,19.62,Secondary,High,Yes,Yes,87.6,41.01,High-Risk
75.59,0.6,5,100.0,none,High,No,Yes,43.16,41.8,High-Risk
